"Name","State","Runtime","Tags","model/subject_model/model_name","Created","model/pooler/layer_to_probe","mdl","compression","test/accuracy","test/f1score"
"ancient-bee-1033","finished","13081","layer:0, msm_ner","random-embeddings","2022-04-18T19:13:35.000Z","0","125967.2421875","3.458561420440674","0.6907067894935608","0.6361277103424072"
