"Name","State","Runtime","Tags","End Time","model/subject_model/model_name","Created","model/pooler/layer_to_probe","val/accuracy/max","val/loss/min","test/accuracy","test/loss","mdl","compression"
"gallant-water-665","finished","17069","layer:12, msm_term_freq","2022-01-27T05:45:23.000Z","bert-base-uncased","2022-01-27T01:00:54.000Z","12","0.7197999954223633","0.63808673620224","0.7195000052452087","0.6273860931396484","28138.080078125","4.722323894500732"
"stoic-music-662","finished","17459","layer:11, msm_term_freq","2022-01-27T01:00:44.000Z","bert-base-uncased","2022-01-26T20:09:45.000Z","11","0.7260000109672546","0.6237822771072388","0.7257000207901001","0.6193179488182068","27424.26953125","4.845238208770752"
"crimson-donkey-659","finished","17411","layer:10, msm_term_freq","2022-01-26T20:09:36.000Z","bert-base-uncased","2022-01-26T15:19:25.000Z","10","0.7304999828338623","0.618436336517334","0.7301999926567078","0.6127126216888428","26957.00390625","4.929224491119385"
"snowy-morning-657","finished","16985","layer:9, msm_term_freq","2022-01-26T15:19:14.000Z","bert-base-uncased","2022-01-26T10:36:09.000Z","9","0.732699990272522","0.6162372827529907","0.7246999740600586","0.6157230734825134","27126.041015625","4.898508071899414"
"peachy-snowflake-643","finished","17346","layer:8, msm_term_freq","2022-01-25T14:14:27.000Z","bert-base-uncased","2022-01-25T09:25:21.000Z","8","0.7290999889373779","0.6207114458084106","0.7294999957084656","0.61421138048172","26962.125","4.928288459777832"
"fine-feather-640","finished","16713","layer:7, msm_term_freq","2022-01-25T09:25:11.000Z","bert-base-uncased","2022-01-25T04:46:38.000Z","7","0.7275999784469604","0.6299889087677002","0.7210999727249146","0.6312294006347656","26738.56640625","4.969493389129639"
"polar-salad-637","finished","16621","layer:6, msm_term_freq","2022-01-25T04:46:28.000Z","bert-base-uncased","2022-01-25T00:09:27.000Z","6","0.7285000085830688","0.6278610825538635","0.7233999967575073","0.6152305603027344","26131.587890625","5.084923267364502"
"warm-jazz-633","finished","16474","layer:5, msm_term_freq","2022-01-25T00:09:16.000Z","bert-base-uncased","2022-01-24T19:34:42.000Z","5","0.7350999712944031","0.6135916709899902","0.7355999946594238","0.6015302538871765","26164.060546875","5.078612327575684"
"blooming-meadow-629","finished","20624","layer:4, msm_term_freq","2022-01-24T19:34:32.000Z","bert-base-uncased","2022-01-24T13:50:48.000Z","4","0.7329999804496765","0.6085923910140991","0.7361000180244446","0.5969051718711853","26795.990234375","4.95884370803833"
"vivid-planet-624","finished","16608","layer:3, msm_term_freq","2022-01-24T13:50:28.000Z","bert-base-uncased","2022-01-24T09:13:40.000Z","3","0.7401000261306763","0.602608859539032","0.7332000136375427","0.6000332832336426","27567.314453125","4.820096969604492"
"twilight-darkness-622","finished","17025","layer:2, msm_term_freq","2022-01-24T09:13:29.000Z","bert-base-uncased","2022-01-24T04:29:44.000Z","2","0.7281000018119812","0.6177282929420471","0.7264999747276306","0.6176133751869202","28740.291015625","4.6233744621276855"
"graceful-smoke-620","finished","17309","layer:1, msm_term_freq","2022-01-24T04:29:33.000Z","bert-base-uncased","2022-01-23T23:41:04.000Z","1","0.6743000149726868","0.7198136448860168","0.6696000099182129","0.7256250381469727","31695.537109375","4.192297458648682"
"distinctive-fog-618","finished","15784","layer:0, msm_term_freq","2022-01-23T23:40:54.000Z","bert-base-uncased","2022-01-23T19:17:50.000Z","0","0.6567000150680542","0.7616965174674988","0.647599995136261","0.7647911906242371","32723.044921875","4.060658931732178"
